class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,3.24,x,y,n,f,a,,w,5.58,3.64,,y,y,,,t,r,,g,u
e,1.83,f,y,n,f,d,d,p,6.52,2.79,,i,n,,,f,f,,h,u
p,3.33,b,y,n,f,e,c,n,4.49,3.51,,k,w,,,t,e,,m,a
p,3.75,b,y,e,f,e,c,w,4.03,3.47,,k,w,,,t,e,,d,a
e,5.52,c,t,n,f,e,,w,12.38,12.8,,s,w,u,w,f,f,,d,a
p,3.77,x,y,y,f,a,,w,5.96,3.41,,y,y,,,t,r,,g,u
p,7.8,f,h,r,f,,c,w,11.1,16.22,,,w,u,w,t,p,,d,a
e,2.1,x,,b,f,,d,u,5.83,4.09,,,w,,,f,f,,d,w
e,2.98,x,,u,f,,d,u,6.79,4.65,,,w,,,f,f,,d,w
p,11.99,f,,g,f,e,,w,10.97,12.62,,,w,u,w,t,g,,d,a
p,6.87,b,t,w,f,e,c,w,12.86,11.8,,y,w,u,w,t,l,,d,u
p,3.51,x,y,y,f,a,,w,5.53,3.4,,y,n,,,t,r,,h,u
e,13.67,x,y,n,t,e,,w,9.4,17.68,,,w,,,t,,,d,a
p,3.03,x,y,y,f,a,,w,5.55,3.45,,y,y,,,t,r,,h,u
e,1.48,f,y,n,f,d,d,p,5.55,3.26,,i,n,,,f,f,,l,u
e,18.78,f,y,w,f,,,w,29.0,21.2,s,,n,,,t,m,,d,a
p,3.34,b,y,e,f,e,c,n,4.98,3.65,,k,w,,,t,e,,d,a
p,9.09,p,g,n,f,e,,w,9.06,16.14,,y,w,u,w,t,p,,d,u
p,15.38,x,h,o,f,e,,w,18.45,17.61,s,y,w,u,w,t,g,,d,w
p,3.16,x,y,y,f,a,,w,5.02,3.24,,y,y,,,t,r,,h,u
p,3.81,b,y,n,f,e,c,w,4.66,3.57,,k,w,,,t,e,,m,a
p,2.61,x,y,y,f,a,,w,4.73,3.29,,y,y,,,t,r,,g,a
e,2.23,x,,b,f,,d,w,5.73,4.69,,,w,,,f,f,,d,u
e,2.39,x,,u,f,,d,u,6.43,5.24,,,w,,,f,f,,d,a
p,8.77,x,h,r,f,,c,w,11.07,16.12,,,w,u,w,t,p,,d,a
e,19.94,f,y,n,f,,,w,20.44,17.38,s,,n,,,t,m,,m,u
p,3.64,x,y,y,f,a,,w,5.7,3.65,,y,n,,,t,r,,h,u
e,6.81,x,,y,f,e,,w,6.04,12.69,b,,w,u,w,t,g,,d,a
e,2.5,x,,b,f,,d,u,5.3,4.13,,,w,,,f,f,,d,w
p,17.65,f,g,o,f,e,,w,18.33,18.68,s,y,w,u,w,t,g,,d,u
e,13.25,x,e,n,t,e,,w,9.29,17.07,,,w,,,t,,,g,u
p,10.73,f,h,r,f,,c,w,11.27,16.03,,,w,u,w,t,g,,d,a
e,6.57,x,,w,f,e,,w,6.03,12.95,b,,y,u,y,t,g,,d,u
e,2.28,x,,u,f,,d,w,5.99,4.4,,,w,,,f,f,,d,u
e,2.14,x,,b,f,,d,u,5.66,4.19,,,w,,,f,f,,d,u
p,7.65,x,g,n,f,e,,w,7.51,14.71,,y,w,u,w,t,p,,d,u
e,5.77,c,t,n,f,e,,w,11.03,11.8,,s,w,u,w,f,f,,d,a
e,15.54,x,y,n,t,e,,w,9.77,16.6,,,w,,,t,,,g,a
e,15.34,f,y,w,f,,,w,23.23,19.43,s,,n,,,t,m,,m,u
p,3.84,f,y,w,f,e,c,n,4.37,3.52,,k,w,,,t,e,,m,a
p,12.72,f,,n,f,e,,w,11.46,16.21,,,w,u,w,t,e,,d,u
p,13.68,f,,g,f,e,,w,11.35,16.55,,,w,u,w,t,e,,d,u
p,6.42,x,h,r,f,,c,w,10.57,15.86,,,w,u,w,t,p,,d,u
p,17.47,f,g,o,f,e,,w,17.99,18.56,s,y,w,u,w,t,g,,d,w
p,16.11,x,g,e,f,e,,w,17.26,16.86,s,y,w,u,w,t,p,,d,w
p,11.57,f,,n,f,e,,w,10.91,13.62,,,w,u,w,t,g,,d,a
e,9.06,x,,n,t,,,w,11.14,17.92,b,,w,u,w,t,g,,d,a
e,5.59,x,,y,f,e,,w,5.73,12.12,b,,y,u,y,t,g,,d,u
e,2.67,f,y,n,f,d,d,p,5.98,4.04,,i,n,,,f,f,,h,a
e,1.7,f,y,n,f,d,d,p,5.85,3.65,,i,n,,,f,f,,h,a
e,14.5,p,y,w,f,,,w,26.23,19.58,s,,n,,,t,m,,m,u
e,2.57,s,y,n,f,a,d,p,8.12,4.14,,i,n,,,f,f,,l,u
e,19.05,p,y,w,f,,,w,29.02,22.14,s,,n,,,t,m,,d,a
p,12.92,x,,g,f,e,,w,10.94,15.31,,,w,u,w,t,e,,d,a
p,12.91,f,,n,f,e,,w,11.03,14.02,,,w,u,w,t,g,,d,a
p,13.23,x,,n,f,e,,w,11.1,15.01,,,w,u,w,t,e,,d,u
p,3.47,b,y,e,f,e,c,w,4.19,3.61,,k,w,,,t,e,,m,u
e,2.87,x,,b,f,,d,w,6.18,4.45,,,w,,,f,f,,d,a
p,7.06,p,g,n,f,e,,w,7.92,15.57,,y,w,u,w,t,p,,d,a
e,3.46,f,y,n,f,a,d,p,7.25,4.14,,i,n,,,f,f,,l,a
p,3.13,x,y,n,f,a,,w,5.52,3.51,,y,y,,,t,r,,h,u
e,5.9,x,t,n,f,e,,w,12.04,11.41,,s,n,u,w,f,f,,d,a
p,8.47,p,g,n,f,e,,w,7.93,14.75,,y,w,u,w,t,p,,d,a
e,13.46,f,,n,t,,,w,12.28,20.49,b,,w,u,w,t,g,,d,a
p,17.63,f,h,e,f,e,,w,18.21,18.42,s,y,w,u,w,t,g,,d,u
p,13.55,x,g,e,f,e,,w,18.11,17.68,s,y,w,u,w,t,g,,d,w
e,6.77,x,,w,f,e,,w,6.21,13.75,b,,y,u,y,t,g,,d,u
p,3.53,x,y,y,f,a,,w,5.52,3.48,,y,y,,,t,r,,d,a
p,15.14,x,h,o,f,e,,w,16.76,17.02,s,y,w,u,w,t,g,,d,w
e,14.54,x,y,n,t,e,,w,9.42,17.79,,,w,,,t,,,d,u
p,6.06,f,h,r,f,,c,w,10.57,14.26,,,w,u,w,t,p,,d,u
p,7.99,x,g,n,f,e,,w,8.56,16.79,,y,w,u,w,t,p,,d,a
p,11.94,f,,g,f,e,,w,11.38,12.58,,,w,u,w,t,e,,d,u
p,12.28,x,h,o,f,e,,w,16.56,16.17,s,y,w,u,w,t,p,,d,a
p,3.35,f,y,e,f,e,c,n,3.92,3.5,,k,w,,,t,e,,m,a
e,13.72,x,e,n,t,e,,w,9.22,16.55,,,w,,,t,,,d,a
p,7.18,f,h,r,f,,c,w,11.14,14.24,,,w,u,w,t,p,,d,u
e,14.84,x,e,n,t,e,,w,10.51,19.21,,,w,,,t,,,g,a
e,10.75,f,,n,t,,,w,9.8,11.82,b,,w,u,w,t,g,,d,a
e,11.83,f,,n,t,,,w,12.44,22.02,b,,w,u,w,t,g,,d,u
e,6.77,x,,n,t,,,w,9.19,14.33,b,,w,u,w,t,g,,d,a
e,2.39,x,,b,f,,d,w,5.8,4.11,,,w,,,f,f,,d,w
p,2.62,x,y,y,f,a,,w,5.19,3.47,,y,y,,,t,r,,d,a
e,5.91,x,,y,f,e,,w,6.0,12.25,b,,y,u,y,t,g,,d,u
p,3.25,f,y,w,f,e,c,n,4.46,3.53,,k,w,,,t,e,,m,u
p,3.76,x,y,n,f,a,,w,5.74,3.58,,y,y,,,t,r,,d,u
e,2.74,s,y,n,f,a,d,p,6.2,3.61,,i,n,,,f,f,,h,u
e,6.8,x,t,n,f,e,,w,12.46,11.58,,s,n,u,w,f,f,,d,a
e,9.35,x,,n,t,,,w,10.92,18.41,b,,w,u,w,t,g,,d,u
p,6.47,b,t,w,f,e,c,w,11.89,11.09,,y,w,u,w,t,e,,d,u
e,16.94,x,y,n,t,e,,w,10.67,16.91,,,w,,,t,,,d,u
e,19.02,p,y,w,f,,,w,23.92,20.1,s,,n,,,t,m,,d,u
p,4.49,f,y,w,f,e,c,n,5.08,3.58,,k,w,,,t,e,,m,a
e,2.47,x,,b,f,,d,w,5.79,4.04,,,w,,,f,f,,d,a
e,19.34,f,y,w,f,,,w,21.63,18.11,s,,n,,,t,m,,m,a
e,14.79,x,y,n,t,e,,w,8.52,17.41,,,w,,,t,,,d,a
e,1.84,f,y,n,f,a,d,p,5.19,2.65,,i,n,,,f,f,,l,u
e,13.74,x,e,n,t,e,,w,9.29,17.35,,,w,,,t,,,d,u
p,6.56,b,t,w,f,e,c,w,11.06,10.3,,y,w,u,w,t,e,,d,a
p,13.73,x,,n,f,e,,w,11.61,17.57,,,w,u,w,t,e,,d,a
p,8.98,p,g,n,f,e,,w,8.96,17.69,,y,w,u,w,t,p,,d,a
e,5.96,c,t,n,f,e,,w,13.86,13.36,,s,w,u,w,f,f,,d,u
p,7.82,b,t,w,f,e,c,w,13.43,12.13,,y,w,u,w,t,l,,d,u
e,19.94,p,y,w,f,,,w,19.55,19.84,s,,n,,,t,m,,m,u
e,8.2,x,,y,f,e,,w,5.92,13.72,b,,w,u,y,t,g,,d,u
e,2.33,x,,u,f,,d,w,5.4,4.13,,,w,,,f,f,,d,u
e,1.63,x,,u,f,,d,w,4.81,3.61,,,w,,,f,f,,d,a
e,1.79,x,,u,f,,d,w,5.15,3.81,,,w,,,f,f,,d,u
p,13.65,f,g,o,f,e,,w,16.65,17.01,s,y,w,u,w,t,p,,d,u
p,11.06,x,,g,f,e,,w,10.45,12.48,,,w,u,w,t,e,,d,u
p,3.47,x,y,y,f,a,,w,5.64,3.46,,y,n,,,t,r,,h,a
e,10.1,x,,n,t,,,w,11.01,18.55,b,,w,u,w,t,g,,d,u
e,2.31,s,y,n,f,a,d,p,5.91,2.8,,i,n,,,f,f,,h,u
e,14.6,x,y,n,t,e,,w,10.58,17.77,,,w,,,t,,,d,a
e,7.2,x,,y,f,e,,w,6.51,13.18,b,,w,u,y,t,g,,d,u
p,16.43,f,g,e,f,e,,w,17.53,17.35,s,y,w,u,w,t,g,,d,w
e,2.8,x,,b,f,,d,u,5.57,4.75,,,w,,,f,f,,d,u
p,7.62,b,t,w,f,e,c,w,13.7,12.56,,y,w,u,w,t,e,,d,a
p,11.51,f,,n,f,e,,w,11.09,15.2,,,w,u,w,t,e,,d,a
p,7.4,p,g,n,f,e,,w,8.01,14.93,,y,w,u,w,t,p,,d,a
e,17.23,x,e,n,t,e,,w,10.81,18.69,,,w,,,t,,,d,a
e,18.58,p,y,w,f,,,w,25.5,18.4,s,,n,,,t,m,,m,u
p,12.27,x,,n,f,e,,w,10.8,14.9,,,w,u,w,t,e,,d,a
p,7.1,x,g,n,f,e,,w,8.38,14.66,,y,w,u,w,t,p,,d,u
e,13.6,x,e,n,t,e,,w,9.53,18.0,,,w,,,t,,,d,a
p,11.26,x,h,r,f,,c,w,11.39,15.23,,,w,u,w,t,g,,d,u
e,13.65,x,e,n,t,e,,w,9.57,16.57,,,w,,,t,,,d,a
e,14.4,x,y,n,t,e,,w,9.52,17.01,,,w,,,t,,,g,u
p,7.39,f,h,r,f,,c,w,10.54,13.75,,,w,u,w,t,g,,d,a
p,7.87,b,t,w,f,e,c,w,13.41,12.57,,y,w,u,w,t,e,,d,u
p,7.33,x,g,n,f,e,,w,7.39,13.94,,y,w,u,w,t,p,,d,u
p,7.62,x,g,n,f,e,,w,7.85,16.33,,y,w,u,w,t,p,,d,a
e,2.66,x,,b,f,,d,u,6.06,4.63,,,w,,,f,f,,d,u
e,6.26,x,t,n,f,e,,w,12.92,12.47,,s,w,u,w,f,f,,d,a
e,8.0,x,,n,t,,,w,9.47,10.44,b,,w,u,w,t,g,,d,a
e,15.06,p,y,n,f,,,w,20.07,16.43,s,,n,,,t,m,,d,a
e,5.63,x,,w,f,e,,w,5.6,11.99,b,,y,u,y,t,g,,d,a
e,3.15,x,,b,f,,d,w,6.68,3.99,,,w,,,f,f,,d,w
e,5.57,x,h,n,f,e,,w,13.37,12.92,,s,n,u,w,f,f,,d,a
p,14.71,f,h,o,f,e,,w,15.83,15.67,s,y,w,u,w,t,p,,d,w
e,2.75,f,y,n,f,d,d,p,7.32,4.23,,i,n,,,f,f,,h,a
e,21.97,f,y,n,f,,,w,25.46,20.88,s,,n,,,t,m,,m,a
p,6.86,x,g,n,f,e,,w,8.43,15.5,,y,w,u,w,t,p,,d,u
p,7.0,b,t,w,f,e,c,w,12.66,11.84,,y,w,u,w,t,l,,d,a
e,9.29,x,,n,t,,,w,10.42,18.1,b,,w,u,w,t,g,,d,u
p,3.32,b,y,e,f,e,c,n,4.48,3.6,,k,w,,,t,e,,m,u
e,2.1,x,,u,f,,d,w,5.3,3.86,,,w,,,f,f,,d,a
p,3.63,f,y,n,f,e,c,w,4.66,3.53,,k,w,,,t,e,,m,a
e,15.47,x,e,n,t,e,,w,10.83,18.79,,,w,,,t,,,g,a
e,18.66,p,y,w,f,,,w,21.73,18.73,s,,n,,,t,m,,d,u
p,7.18,b,t,w,f,e,c,w,12.13,11.64,,y,w,u,w,t,l,,d,a
e,9.79,x,,n,t,,,w,9.62,15.97,b,,w,u,w,t,g,,d,u
e,2.98,s,y,n,f,d,d,p,8.27,3.95,,i,n,,,f,f,,h,a
e,15.7,x,y,n,t,e,,w,11.02,18.25,,,w,,,t,,,g,a
e,6.3,x,h,n,f,e,,w,12.61,12.67,,s,n,u,w,f,f,,d,a
p,7.64,b,t,w,f,e,c,w,12.26,12.86,,y,w,u,w,t,l,,d,u
p,8.71,b,t,w,f,e,c,w,13.35,13.37,,y,w,u,w,t,e,,d,u
p,19.16,x,h,o,f,e,,w,17.9,18.64,s,y,w,u,w,t,g,,d,a
e,10.26,x,,n,t,,,w,10.47,18.78,b,,w,u,w,t,g,,d,u
p,15.08,x,h,e,f,e,,w,18.78,19.17,s,y,w,u,w,t,p,,d,u
p,15.28,x,h,o,f,e,,w,17.4,16.89,s,y,w,u,w,t,g,,d,a
p,14.38,x,g,e,f,e,,w,17.52,18.23,s,y,w,u,w,t,p,,d,w
p,7.39,p,g,n,f,e,,w,7.39,13.67,,y,w,u,w,t,p,,d,u
p,7.36,b,t,w,f,e,c,w,12.21,13.85,,y,w,u,w,t,l,,d,a
p,14.45,f,h,e,f,e,,w,17.9,17.57,s,y,w,u,w,t,g,,d,a
e,16.51,x,y,n,t,e,,w,10.91,18.71,,,w,,,t,,,d,u
e,5.9,x,h,n,f,e,,w,12.88,13.23,,s,n,u,w,f,f,,d,u
p,3.82,b,y,e,f,e,c,n,5.09,3.6,,k,w,,,t,e,,m,u
e,6.22,x,,w,f,e,,w,6.52,13.48,b,,y,u,w,t,g,,d,u
p,7.61,b,t,w,f,e,c,w,13.19,12.35,,y,w,u,w,t,e,,d,a
p,7.78,x,g,n,f,e,,w,7.84,13.69,,y,w,u,w,t,p,,d,u
e,2.03,f,y,n,f,a,d,p,4.32,2.8,,i,n,,,f,f,,h,a
p,9.79,f,h,r,f,,c,w,10.84,17.0,,,w,u,w,t,p,,d,a
p,3.08,x,y,n,f,a,,w,5.84,3.5,,y,n,,,t,r,,h,u
p,7.15,b,t,w,f,e,c,w,12.48,12.41,,y,w,u,w,t,e,,d,u
e,6.02,x,h,n,f,e,,w,12.42,12.26,,s,w,u,w,f,f,,d,u
p,3.4,x,y,n,f,a,,w,4.68,3.41,,y,n,,,t,r,,h,u
p,6.27,f,h,r,f,,c,w,10.64,13.69,,,w,u,w,t,g,,d,u
p,8.87,f,h,r,f,,c,w,11.46,15.36,,,w,u,w,t,p,,d,u
e,3.77,x,,u,f,,d,w,6.86,5.82,,,w,,,f,f,,d,u
e,6.19,x,h,n,f,e,,w,12.5,12.2,,s,n,u,w,f,f,,d,u
p,2.97,x,y,n,f,a,,w,4.97,3.4,,y,n,,,t,r,,d,a
e,1.83,x,,b,f,,d,u,5.26,4.02,,,w,,,f,f,,d,u
p,7.57,x,g,n,f,e,,w,8.11,15.9,,y,w,u,w,t,p,,d,u
p,13.09,f,g,e,f,e,,w,16.64,16.89,s,y,w,u,w,t,g,,d,a
p,11.48,x,h,r,f,,c,w,11.54,17.85,,,w,u,w,t,g,,d,a
p,11.62,x,,g,f,e,,w,11.32,15.7,,,w,u,w,t,e,,d,u
p,6.99,b,t,w,f,e,c,w,11.14,11.85,,y,w,u,w,t,e,,d,u
p,3.19,x,y,n,f,a,,w,4.85,3.3,,y,n,,,t,r,,d,a
p,15.31,x,h,o,f,e,,w,17.07,17.24,s,y,w,u,w,t,p,,d,a
e,7.94,f,,n,t,,,w,10.93,16.75,b,,w,u,w,t,g,,d,a
p,11.3,f,,g,f,e,,w,10.51,11.94,,,w,u,w,t,g,,d,u
e,11.47,x,,n,t,,,w,12.3,18.58,b,,w,u,w,t,g,,d,u
p,9.16,x,h,r,f,,c,w,11.23,17.48,,,w,u,w,t,g,,d,a
e,10.7,x,,n,t,,,w,12.18,19.5,b,,w,u,w,t,g,,d,a
p,3.07,x,y,n,f,a,,w,5.92,3.75,,y,n,,,t,r,,d,a
p,7.89,x,g,n,f,e,,w,8.83,16.21,,y,w,u,w,t,p,,d,a
p,12.36,f,,n,f,e,,w,10.97,13.82,,,w,u,w,t,e,,d,a
p,5.44,x,h,r,f,,c,w,10.18,11.03,,,w,u,w,t,g,,d,a
e,2.76,f,y,n,f,d,d,p,6.33,3.17,,i,n,,,f,f,,l,u
e,12.07,x,,n,t,,,w,12.69,18.74,b,,w,u,w,t,g,,d,a
e,18.6,f,y,n,f,,,w,21.31,17.89,s,,n,,,t,m,,d,u
p,7.49,b,t,w,f,e,c,w,12.1,11.86,,y,w,u,w,t,l,,d,a
e,8.49,x,,n,t,,,w,10.71,16.14,b,,w,u,w,t,g,,d,u
p,7.99,b,t,w,f,e,c,w,12.47,12.03,,y,w,u,w,t,e,,d,u
e,6.6,x,,y,f,e,,w,5.82,12.42,b,,y,u,w,t,g,,d,u
e,17.37,p,y,w,f,,,w,22.33,18.48,s,,n,,,t,m,,m,u
e,3.08,s,y,n,f,d,d,p,6.51,3.92,,i,n,,,f,f,,l,u
p,2.73,f,y,e,f,e,c,n,4.74,3.48,,k,w,,,t,e,,d,u
p,14.46,x,g,o,f,e,,w,17.45,16.85,s,y,w,u,w,t,p,,d,a
e,2.26,s,y,n,f,d,d,p,5.86,2.88,,i,n,,,f,f,,h,a
p,13.81,f,g,e,f,e,,w,17.22,17.42,s,y,w,u,w,t,g,,d,w
e,15.29,x,y,n,t,e,,w,9.75,16.49,,,w,,,t,,,g,a
e,8.65,x,,n,t,,,w,12.44,18.58,b,,w,u,w,t,g,,d,a
e,6.67,c,h,n,f,e,,w,11.28,12.2,,s,n,u,w,f,f,,d,a
p,12.5,x,,g,f,e,,w,11.0,18.42,,,w,u,w,t,e,,d,a
p,12.45,x,,g,f,e,,w,10.69,14.45,,,w,u,w,t,e,,d,u
e,16.77,x,e,n,t,e,,w,11.47,18.46,,,w,,,t,,,g,a
p,2.99,x,y,n,f,a,,w,5.76,3.61,,y,y,,,t,r,,g,u
p,7.52,b,t,w,f,e,c,w,12.91,11.84,,y,w,u,w,t,l,,d,a
e,19.14,f,y,w,f,,,w,25.76,19.4,s,,n,,,t,m,,m,u
p,6.97,f,h,r,f,,c,w,11.26,15.71,,,w,u,w,t,p,,d,u
e,5.56,c,t,n,f,e,,w,11.6,11.79,,s,w,u,w,f,f,,d,a
e,16.39,f,y,w,f,,,w,25.54,19.21,s,,n,,,t,m,,d,u
e,2.11,f,y,n,f,a,d,p,6.24,3.41,,i,n,,,f,f,,l,a
e,13.1,x,,n,t,,,w,10.94,20.47,b,,w,u,w,t,g,,d,a
e,8.44,x,,y,f,e,,w,6.16,12.07,b,,y,u,w,t,g,,d,u
p,7.16,p,g,n,f,e,,w,8.31,14.19,,y,w,u,w,t,p,,d,a
p,3.85,f,y,n,f,e,c,w,4.77,3.65,,k,w,,,t,e,,m,u
p,3.84,x,y,n,f,a,,w,5.3,3.65,,y,y,,,t,r,,h,a
p,10.06,x,h,r,f,,c,w,11.22,15.98,,,w,u,w,t,g,,d,u
p,3.39,b,y,w,f,e,c,w,3.74,3.44,,k,w,,,t,e,,d,u
e,2.3,x,,u,f,,d,u,6.31,4.66,,,w,,,f,f,,d,u
e,3.5,s,y,n,f,d,d,p,7.1,3.58,,i,n,,,f,f,,h,a
p,6.79,b,t,w,f,e,c,w,12.26,12.17,,y,w,u,w,t,e,,d,u
p,4.5,b,y,w,f,e,c,w,5.0,3.72,,k,w,,,t,e,,m,a
p,2.77,f,y,e,f,e,c,n,4.14,3.47,,k,w,,,t,e,,m,a
e,2.22,f,y,n,f,d,d,p,5.82,3.09,,i,n,,,f,f,,l,u
e,2.86,x,,u,f,,d,w,6.16,4.65,,,w,,,f,f,,d,u
p,6.66,p,g,n,f,e,,w,7.4,11.62,,y,w,u,w,t,p,,d,a
e,6.72,x,,y,f,e,,w,5.58,11.69,b,,y,u,y,t,g,,d,u
p,2.68,b,y,n,f,e,c,w,4.74,3.49,,k,w,,,t,e,,d,a
p,6.56,p,g,n,f,e,,w,7.04,12.03,,y,w,u,w,t,p,,d,a
p,7.55,x,g,n,f,e,,w,8.0,14.94,,y,w,u,w,t,p,,d,a
p,17.18,f,g,o,f,e,,w,19.46,18.68,s,y,w,u,w,t,p,,d,a
p,7.51,b,t,w,f,e,c,w,11.33,12.3,,y,w,u,w,t,e,,d,a
p,4.29,b,y,n,f,e,c,n,4.79,3.52,,k,w,,,t,e,,m,u
e,18.73,f,y,w,f,,,w,24.54,20.35,s,,n,,,t,m,,m,u
e,6.74,x,,y,f,e,,w,5.92,12.17,b,,w,u,w,t,g,,d,a
e,2.49,s,y,n,f,d,d,p,8.27,3.34,,i,n,,,f,f,,l,u
e,2.65,f,y,n,f,a,d,p,7.42,3.68,,i,n,,,f,f,,l,u
p,6.86,x,h,r,f,,c,w,10.42,13.43,,,w,u,w,t,p,,d,u
e,14.93,x,e,n,t,e,,w,10.67,18.77,,,w,,,t,,,g,u
p,3.48,x,y,y,f,a,,w,5.1,3.43,,y,y,,,t,r,,d,u
e,6.16,x,,w,f,e,,w,5.82,11.8,b,,w,u,w,t,g,,d,u
p,6.05,b,t,w,f,e,c,w,12.78,12.15,,y,w,u,w,t,l,,d,u
e,6.51,c,h,n,f,e,,w,12.55,12.41,,s,n,u,w,f,f,,d,u
p,7.8,b,t,w,f,e,c,w,12.55,12.98,,y,w,u,w,t,e,,d,u
e,14.96,x,e,n,t,e,,w,10.35,17.85,,,w,,,t,,,d,u
p,3.67,f,y,w,f,e,c,w,4.04,3.27,,k,w,,,t,e,,d,a
p,11.7,x,,g,f,e,,w,11.05,12.77,,,w,u,w,t,e,,d,a
e,2.55,x,,u,f,,d,w,6.11,4.54,,,w,,,f,f,,d,w
p,12.8,x,,g,f,e,,w,10.85,16.63,,,w,u,w,t,e,,d,u
e,14.56,x,y,n,t,e,,w,9.36,16.52,,,w,,,t,,,g,u
p,3.29,b,y,w,f,e,c,n,4.5,3.18,,k,w,,,t,e,,d,a
e,14.1,x,e,n,t,e,,w,9.41,17.24,,,w,,,t,,,g,a
e,6.89,x,,y,f,e,,w,6.08,12.28,b,,y,u,y,t,g,,d,a
p,7.53,b,t,w,f,e,c,w,13.1,13.65,,y,w,u,w,t,e,,d,a
p,4.08,b,y,n,f,e,c,n,4.85,3.85,,k,w,,,t,e,,m,u
e,6.68,x,,y,f,e,,w,5.8,11.94,b,,w,u,w,t,g,,d,a
p,6.74,x,g,n,f,e,,w,7.67,13.64,,y,w,u,w,t,p,,d,a
p,13.11,x,,g,f,e,,w,11.45,14.42,,,w,u,w,t,g,,d,u
e,9.6,x,,n,t,,,w,11.36,18.62,b,,w,u,w,t,g,,d,a
p,12.83,f,,g,f,e,,w,10.84,14.35,,,w,u,w,t,e,,d,a
e,9.4,x,,n,t,,,w,9.2,16.85,b,,w,u,w,t,g,,d,a
p,3.85,f,y,n,f,e,c,n,3.92,3.29,,k,w,,,t,e,,d,u
p,9.7,x,h,r,f,,c,w,11.02,15.12,,,w,u,w,t,p,,d,a
e,9.65,x,,n,t,,,w,9.94,17.03,b,,w,u,w,t,g,,d,a
e,16.43,f,y,n,f,,,w,18.16,18.23,s,,n,,,t,m,,m,a
e,16.97,p,y,n,f,,,w,23.39,19.06,s,,n,,,t,m,,d,a
e,17.69,f,y,w,f,,,w,29.71,20.23,s,,n,,,t,m,,m,u
e,9.24,f,,u,f,s,c,u,6.62,19.02,,,b,,,f,f,,l,w
e,17.05,p,y,n,f,,,w,21.11,18.81,s,,n,,,t,m,,m,u
e,2.37,f,y,n,f,d,d,p,6.27,4.04,,i,n,,,f,f,,h,a
e,2.0,x,,u,f,,d,u,4.35,3.67,,,w,,,f,f,,d,u
e,6.97,c,h,n,f,e,,w,13.61,12.85,,s,w,u,w,f,f,,d,a
e,15.71,p,y,w,f,,,w,19.23,18.68,s,,n,,,t,m,,d,u
e,19.98,f,y,n,f,,,w,25.92,19.73,s,,n,,,t,m,,m,u
e,16.51,f,y,n,f,,,w,27.05,19.88,s,,n,,,t,m,,m,u
e,10.58,x,,n,t,,,w,11.06,16.48,b,,w,u,w,t,g,,d,u
e,15.77,p,y,w,f,,,w,26.42,19.57,s,,n,,,t,m,,d,u
e,5.5,x,,y,f,e,,w,5.76,12.74,b,,w,u,w,t,g,,d,a
e,16.49,x,y,n,t,e,,w,10.77,18.67,,,w,,,t,,,g,a
e,2.68,x,,u,f,,d,w,4.85,4.63,,,w,,,f,f,,d,u
e,13.84,f,y,n,f,,,w,23.83,18.6,s,,n,,,t,m,,m,u
e,7.58,x,,n,t,,,w,10.39,14.87,b,,w,u,w,t,g,,d,u
p,7.45,f,h,r,f,,c,w,11.07,16.74,,,w,u,w,t,p,,d,u
p,2.98,b,y,w,f,e,c,w,4.46,3.52,,k,w,,,t,e,,m,a
p,7.67,b,t,w,f,e,c,w,12.9,13.03,,y,w,u,w,t,l,,d,u
e,7.38,c,t,n,f,e,,w,13.12,13.01,,s,n,u,w,f,f,,d,a
e,3.02,f,y,n,f,d,d,p,6.77,4.15,,i,n,,,f,f,,l,u
p,3.44,x,y,y,f,a,,w,4.94,3.45,,y,y,,,t,r,,d,u
e,7.34,x,,w,f,e,,w,5.75,11.36,b,,y,u,y,t,g,,d,u
p,2.76,b,y,e,f,e,c,n,3.8,3.37,,k,w,,,t,e,,m,a
p,8.87,x,h,r,f,,c,w,11.13,15.5,,,w,u,w,t,p,,d,a
e,23.63,p,y,w,f,,,w,31.67,21.01,s,,n,,,t,m,,m,a
p,12.88,f,h,o,f,e,,w,16.62,15.63,s,y,w,u,w,t,p,,d,a
e,6.41,c,h,n,f,e,,w,12.08,12.28,,s,w,u,w,f,f,,d,a
e,2.59,s,y,n,f,a,d,p,4.98,3.18,,i,n,,,f,f,,h,u
e,5.9,x,h,n,f,e,,w,12.79,13.17,,s,n,u,w,f,f,,d,u
p,7.73,b,t,w,f,e,c,w,13.39,11.62,,y,w,u,w,t,l,,d,u
e,9.98,f,,n,t,,,w,11.12,16.95,b,,w,u,w,t,g,,d,u
p,6.96,b,t,w,f,e,c,w,12.34,12.04,,y,w,u,w,t,l,,d,a
p,3.37,x,y,n,f,a,,w,5.67,3.59,,y,n,,,t,r,,d,u
e,6.7,x,t,n,f,e,,w,12.86,12.55,,s,n,u,w,f,f,,d,a
p,15.52,x,h,o,f,e,,w,16.73,18.1,s,y,w,u,w,t,p,,d,u
p,6.46,p,g,n,f,e,,w,7.25,12.25,,y,w,u,w,t,p,,d,a
p,7.23,x,h,r,f,,c,w,11.13,14.43,,,w,u,w,t,g,,d,u
